|none.wav|0|Single
cain_act5_q5_early|Act5\Cain\cain_act5_q5_early.wav|4442|Single
spikefiend_hit_1|monster\spikefiend\gethit1.wav|1858|Group:4
druid_act2_find_tomb_decoy|act2\druid\dru_act2_find_decoytomb.wav|3455|Single
druidwerewolf_hit_2|monster\werewolf\gethit08.wav|871|Single
necromancer_decrepify|skill\necromancer\decrepify.wav|2468|Single
jerhyn_act2_intro_more|act2\jerhyn\jer_act2_intro_more.wav|4065|Single
putriddefiler_hit_3|monster\putriddefiler\gethit3.wav|1481|Single
barbarian_act3_find_jade|act3\barbarian\bar_act3_find_jadefigurine.wav|3078|Single
baaltentacle_attack_3|monster\baaltentacle\attack3.wav|494|Single
music_town_3|act3\town3.wav|4675|Single
vulturedemon_neutral_2|monster\vulturedemon\neutral2.wav|2091|Single
cain_act2_q4_after|act2\cain\cain_act2_q4_after.wav|3688|Single
greatermummy_hit_4|monster\greatermummy\gethit4.wav|1104|Single
creature_cow_4|ambient\creature\cow4.wav|2701|Single
event_harem_8|ambient\event\scream4.wav|117|Single
rogue_complete_akara|act1\rogue\rog_completeakaraquest.wav|4298|Single
scimitar_death_2|monster\scimitar\death2.wav|1714|Single
sorceress_act3_find_guardian|act3\sorceress\sor_act3_find_guardiantower.wav|3311|Single
deathmauler_spikes_3|monster\deathmauler\maulermissile3a.wav|727|Single
assassin_summon|skill\assassin\summon.wav|2324|Single
gheed_act1_gossip_2|act1\gheed\ghe_act1_gossip_02.wav|3921|Single
moo_attack_2|monster\moo\attack2.wav|1337|Single
amazon_cantcarry_1|common\amazon\ama_cantcarry.wav|2934|Group:2
impact_arrow_4|combat\impact\arrow5.wav|350|Single
nihlathak_greeting_1|Act5\Nihlathak\nih_whatisit.wav|4531|Group:2
tentaclehead_death_5|none.wav|1947|Single
alkor_act3_q1_after|act3\alkor\alk_act3_q3_after.wav|3544|Single
fingermage_bolt_impact_3|monster\fingermage\zap3.wav|960|Single
object_door_arcane_loop|object\teleportationpad.wav|2557|Single
meshif_greeting_return|common\meshif\mes_thankfuldontcharge.wav|4154|Single
reanimatedhorde_getup_1|monster\reanimatedhorde\getup1.wav|1570|Group:4
necromancer_act5_defeat_baal|act5\necromancer\nec_act5_complete_defeatbaal.wav|3167|Single
beetle_death_3|monster\beetle\death3.wav|583|Single
zakarumpriest_hit_2|monster\zakarumpriest\gethit2.wav|2180|Single
drognan_greeting_2|act2\drognan\dro_hello.wav|3777|Single
imp_neutral_4|monster\imp\neutral4.wav|1193|Single
medium_walk_wood_3|ambient\footstep\MedWood3.wav|2790|Single
item_belt|item\belt.wav|206|Single
anya_greeting_time_2|Act5\Anya\any_goodmorning.wav|4387|Single
skeleton_raise_2|skill\necromancer\skeletonraise2.wav|1803|Single
assassin_act5_defeat_nihlathak|act5\assassin\ass_act5_complete_nihlathaksecret.wav|3400|Single
druidraven_attack_1|monster\druidraven\attack1.wav|816|Group:4
sorceress_firebolt_impact_1|skill\sorceress\largefireimpact1.wav|2413|Group:3
hratli_act3_intro_sor|act3\hratli\hra_act3_intro_sor.wav|4010|Single
overseer_healcast_2|none.wav|1426|Single
barbarian_chat_e_1|common\barbarian\bar_forgiveme.wav|3023|Group:2
andariel_attack_1|monster\andariel\attack1.wav|439|Group:4
hire_male_cant_use_that_yet_2|common\hireables\male_icantusethatyet2.wav|4620|Single
vilechild_hit_1|monster\vilechild\gethit1.wav|2036|Group:5
atma_act2_q1_success|act2\atma\atm_act2_q1_successful.wav|3633|Single
golemblood_spawn|monster\golemblood\spawnblood.wav|1049|Single
object_wood_break_2|object\woodbreak2.wav|2646|Single
scene_mesa|ambient\scene\hell1.wav|62|Single
natalya_act3_q5_early|act3\natalya\nat_act3_q5_early.wav|4243|Single
sandmaggotbaby_neutral_6|monster\sandmaggotbaby\neutral6.wav|1659|Single
sorceress_chat_d_2|common\sorceress\sor_thankyou.wav|3256|Single
corrupt_attack_3|monster\corrupt\attack3.wav|672|Single
amazon_valkyrie_attack_3|skill\amazon\valkyrieattack3.wav|2269|Single
fara_act2_q1_success|act2\fara\far_act2_q1_successful.wav|3866|Single
megademon_neutral_4|monster\megademon\neutral4.wav|1282|Single
amazon_hit_2|combat\player\amazon\hard1.wav|2879|Single
weapon_2ht_4|combat\weapon\two hand thrust04.wav|295|Single
larzuk_act5_q3_after|Act5\Larzuk\lar_act5_q3_after.wav|4476|Single
succubus_msissile_3|monster\succubus\missile3.wav|1892|Single
akara_act1_gossip_2|act1\akara\aka_act1_gossip_02.wav|3489|Single
fallen_death_6|monster\fallen\death6.wav|905|Single
barbarian_grimward_1|skill\barbarian\grimward3.wav|2502|Group:3
kashya_act1_q1_success|act1\kashya\kas_act1_q1_successful.wav|4099|Single
pygmy_neutral_6|none.wav|1515|Single
necromancer_needkey_2|common\necromancer\nec_itslocked.wav|3112|Single
barpatron_turn|monster\barpatrons\barpatronturn.wav|528|Single
wraith_attack_4|monster\wraith\attack4.wav|2125|Single
cain_act3_q6_after_va|act3\cain\cain_act3_q6_after_va.wav|3722|Single
guard_death_3|monster\guard\death3.wav|1138|Single
light_walk_sand_4|ambient\footstep\LightSand4.wav|2735|Single
event_mesa_1|ambient\event\cavedrip8.wav|151|Group:6
warriv_act1_gossip_6|act1\warriv\war_act1_gossip_06.wav|4332|Single
serpentdemon_neutral_3|monster\serpentdemon\neutral3.wav|1748|Single
assassin_needkey_1|common\assassin\ass_needkey.wav|3345|Group:2
diablo_firecircle|monster\andariel\fireloop.wav|761|Single
paladin_aura_holyfire|skill\paladin\holyfire.wav|2358|Single
greiz_greeting_time_2|act2\griez\gre_goodday.wav|3955|Single
mosquito_death_1|monster\mosquito\death1.wav|1371|Group:4
amazon_act1_find_catacombs|act1\amazon\ama_act1_entry_catacombs.wav|2968|Single
impact_stun_3|combat\impact\stun3.wav|384|Single
qualkehk_greeting_inactive_3|Act5\Qual-Kehk\qua_yes.wav|4565|Single
trappedsoul_down_1|monster\trappedsoul\down1.wav|1981|Group:5
asheara_greeting_time_3|act3\asheara\ash_goodevening.wav|3578|Single
frogdemon_death_4|monster\frogdemon\death4.wav|994|Single
object_goopile_2|object\goopile2.wav|2591|Single
cursor_level_up|cursor\levelup.wav|7|Single
meshif_act3_gossip_6|act3\meshif\mes_act3_gossip_06.wav|4188|Single
rogue_hit_2|monster\rogue\gethit2.wav|1604|Single
paladin_act1_find_cairn|act1\paladin\pal_act1_find_cairnstones.wav|3201|Single
bloodraven_death|monster\bloodraven\death.wav|617|Single
zombie_hit_6|monster\zombie\gethit6.wav|2214|Single
elzix_greeting_1|act2\elzix\elz_greetings.wav|3811|Group:3
leaper_hit_3|monster\leaper\gethit3.wav|1227|Single
heavy_walk_ostone_1|ambient\footstep\HeavyOStone1.wav|2824|Group:4
item_rare|item\rare.wav|240|Single
cain_act5_gossip_4|Act5\Cain\cain_act5_04.wav|4421|Single
spider_hit_2|monster\spider\gethit2.wav|1837|Single
druid_act1_find_burial|act1\druid\dru_act1_entry_burialground.wav|3434|Single
druidwerebear_bite_4|monster\werebear\bite4.wav|850|Single
necromancer_bone_cast|skill\necromancer\bonecast.wav|2447|Single
jamella_old_greeting_2|act4\jamella\old\jam_hailtoyou.wav|4044|Single
pinhead_hit_5|monster\pinhead\gethit5.wav|1460|Single
barbarian_act2_complete_summoner|act2\barbarian\bar_act2_complete_summoner.wav|3057|Single
baal_missile_2|monster\baal\missile2.wav|473|Single
monster_nihlathak_taunt_2|act5\nihlathak\nih_act5_q4_taunt2.wav|4654|Single
vilemother_birth_1|monster\vilemother\birth1.wav|2070|Group:4
cain_act1_q6_after|act1\cain\cain_act1_q6_after.wav|3667|Single
golemiron_attack_2|monster\golemiron\attack2.wav|1083|Single
shrine_storm|object\shrine\storm.wav|2680|Single
event_crypt_2|ambient\event\thump2.wav|96|Single
ormus_act3_q3_success_reward|act3\ormus\orm_act3_q4_successful_reward.wav|4277|Single
sandraider_hit_5|monster\sandraider\gethit5.wav|1693|Single
sorceress_act2_complete_radament|act2\sorceress\sor_act2_complete_radamentlair.wav|3290|Single
deathmauler_attack_1|monster\deathmauler\attack1.wav|706|Group:4
assassin_kick_2|skill\assassin\kick2.wav|2303|Single
geglash_act2_q3_after|act2\geglash\geg_act2_q3_after.wav|3900|Single
minion_death_c3|monster\minion\deathC3.wav|1316|Single
sorceress_hit_4|combat\player\sorceress\soft5.wav|2913|Single
impact_blunt_1|combat\impact\blunt3.wav|329|Group:3
malah_act5_intro_bar|Act5\Malah\mal_act5_intro_bar.wav|4510|Single
tentacle_death_4|monster\tentacle\death4.wav|1926|Single
alkor_greeting_1|act3\alkor\alk_hello.wav|3523|Group:2
fallenshaman_resurrect|monster\fallenshaman\resurrect.wav|939|Single
object_basket_2|object\basket2.wav|2536|Single
lysander_act2_gossip_8|act2\lysander\lys_act2_gossip_09.wav|4133|Single
reanimatedhorde_attack_1|monster\reanimatedhorde\attack1.wav|1549|Group:7
necromancer_act2_trigger_field|act2\necromancer\nec_act2_trigger_field.wav|3146|Single
bighead_hit_4|monster\bighead\gethit5.wav|562|Single
zakarumhigh_attack_2|monster\zakarumhighpriest\attack2.wav|2159|Single
charsi_act1_q1_early|act1\charsi\cha_act1_q1_early.wav|3756|Single
hydra_death_3|monster\hydra\die3.wav|1172|Single
medium_walk_dirt_2|ambient\footstep\MedDirt2.wav|2769|Single
event_town_3_day_4|ambient\event\frog4.wav|185|Single
warriv_act2_q1_early|act2\warriv\war_act2_q1_early.wav|4366|Single
skeleton_death_2|monster\skeleton\death2.wav|1782|Single
assassin_act2_near_tightspot|act2\assassin\ass_act2_near_tightspot.wav|3379|Single
druidpod_neutral_1|monster\druidpod\neutral1.wav|795|Group:4
paladin_zeal|skill\paladin\zeal.wav|2392|Single
halbu_greeting_1|act4\halbu\hal_hello.wav|3989|Group:2
overseer_death_1|monster\overseer\death1.wav|1405|Group:6
amazon_act4_free_izual|act4\amazon\ama_act4_free_izual.wav|3002|Single
cairn_success|object\cairnsuccess.wav|418|Single
qualkehk_act5_q5_after|Act5\Qual-Kehk\qua_act5_q5_after.wav|4599|Single
vampire_attack_3|monster\vampire\attack3.wav|2015|Single
asheara_act3_q6_success|act3\asheara\ash_act3_q6_successful.wav|3612|Single
goatman_attack_4|monster\goatman\attack4.wav|1028|Single
object_stash_jungle_4|object\junglestash4.wav|2625|Single
quest_nihlathakdeath|quest\nihlathakdeath.wav|41|Single
natalya_greeting_time_2|act3\natalya\nat_goodday.wav|4222|Single
sandmaggotbaby_attack_3|monster\sandmaggotbaby\attack3.wav|1638|Single
paladin_act3_find_lamesen|act3\paladin\pal_act3_find_lamesentome.wav|3235|Single
breakablewall_death_2|none.wav|651|Single
amazon_impale_2|skill\amazon\impale2.wav|2248|Single
fara_greeting_2|act2\fara\far_hello.wav|3845|Single
lightningorb_death_5|monster\lightningorb\death5.wav|1261|Single
heavy_run_snow_3|ambient\footstep\HeavySnowRun3.wav|2858|Single
weapon_2hs_small_1|combat\weapon\two hand swing small01.wav|274|Group:6
larzuk_greeting_time_3|Act5\Larzuk\lar_evening.wav|4455|Single
spikefiend_neutral_2|monster\spikefiend\neutral2.wav|1871|Single
druid_act3_find_jade|act3\druid\dru_act3_find_jadefigurine.wav|3468|Single
duriel_hit_4|monster\duriel\gethit4.wav|884|Single
necromancer_unsummon|skill\necromancer\unsummoncast.wav|2481|Single
kashya_greeting_2|act1\kashya\kas_hello.wav|4078|Single
pygmy_attack_3|monster\pygmy\attack3.wav|1494|Single
necromancer_cantcarry_2|common\necromancer\nec_overburdened.wav|3091|Single
baboondemon_attack_4|monster\baboondemon\attack4.wav|507|Single
music_quest_den|act1\denofevilaction.wav|4688|Single
willowisp_attack_4|monster\willowisp\attack4.wav|2104|Single
cain_act3_intro|act3\cain\cain_act3_intro.wav|3701|Single
greatermummy_neutral_6|monster\greatermummy\neutral6.wav|1117|Single
creature_rat_3|ambient\creature\rat3.wav|2714|Single
event_kurast_day_3|ambient\event\junglebirdie2.wav|130|Single
tyrael_act4_intro|act4\tyreal\tyr_act4_intro.wav|4311|Single
serpentdemon_attack_6|monster\serpentdemon\attack6.wav|1727|Single
assassin_cant_carry|common\assassin\ass_cantcarrymore.wav|3324|Group:2
diablo_hit_2|monster\diablo\gethit2.wav|740|Single
druid_meteor_2|none.wav|2337|Single
gheed_act1_q2_success|act1\gheed\ghe_act1_q2_successful.wav|3934|Single
moo_death_5|monster\moo\death5.wav|1350|Single
amazon_chat_f_1|common\amazon\ama_bye.wav|2947|Group:2
impact_cold_layer_2|combat\impact\cold2.wav|363|Single
nihlathak_act5_gossip_5|Act5\Nihlathak\nih_act5_05.wav|4544|Single
thornhulk_attack_4|monster\thornhulk\longattack4.wav|1960|Single
alkor_act3_q4_success|act3\alkor\alk_act3_q1_successful.wav|3557|Single
firespike_death_3|none.wav|973|Single
object_dungeonbasket|object\dungeonbasket.wav|2570|Single
meshif_act2_gossip_ama|act2\meshif\mes_act2_gossip_ama.wav|4167|Single
regurgitator_attack_2|monster\regurgitator\attack2.wav|1583|Single
paladin_chat_e_2|common\paladin\pal_oops.wav|3180|Single
bladecreeper_death_4|none.wav|596|Single
zakarumzealot_hit_3|monster\zakarumzealot\gethit3.wav|2193|Single
drognan_act2_gossip_6|act2\drognan\dro_act2_gossip_06.wav|3790|Single
izual_hit_2|monster\izual\gethit2.wav|1206|Single
medium_run_ostone_4|ambient\footstep\MedOStoneRun4.wav|2803|Single
item_gloveschain|item\gloveschain.wav|219|Single
anya_act5_q1_early|Act5\Anya\any_act5_q1_early.wav|4400|Single
smith_death|monster\smith\death.wav|1816|Single
druid_chat_e_1|common\druid\dru_forgiveme.wav|3413|Group:2
druidwolf_neutral_2|monster\druidwolf\neutral5.wav|829|Single
sorceress_glacialspike_3|skill\sorceress\icespike3.wav|2426|Single
hratli_act3_q4_success|act3\hratli\hra_act3_q1_successful.wav|4023|Single
pantherwoman_hit_3|monster\pantherwoman\gethit3.wav|1439|Single
barbarian_needmana_2|common\barbarian\bar_needmana.wav|3036|Single
andariel_quake_loop|monster\andariel\quakeloop.wav|452|Single
monster_baal_taunt_3|act5\monster\baaltaunt.wav|4633|Single
vilechild_walk_4|monster\vilechild\walk4.wav|2049|Single
cain_greeting_3|common\cain\cain_goodtoseeyou.wav|3646|Single
golemclay_death|monster\golemclay\claygolemdeath.wav|1062|Single
object_xbody2|object\xperson2.wav|2659|Single
event_arcane_4|ambient\event\wind9.wav|75|Single
ormus_act3_gossip_2|act3\ormus\orm_act3_gossip_02.wav|4256|Single
sandmaggotmama_death|monster\sandmaggotmama\death.wav|1672|Single
sorceress_needmana_1|common\sorceress\sor_notenoughmana.wav|3269|Group:2
corrupt_death_4|monster\corrupt\die5.wav|685|Single
assassin_chargeup_cobra_1|skill\assassin\cobra1.wav|2282|Single
geglash_greeting_3|act2\geglash\geg_heythere.wav|3879|Single
mephisto_lightning_cast|monster\mephisto\cast2.wav|1295|Single
paladin_death_2|combat\player\paladin\death2.wav|2892|Single
weapon_giant_5|combat\weapon\bigswish5.wav|308|Single
malah_greeting_inactive_1|Act5\Malah\mal_howmayibeofhelp.wav|4489|Group:3
swarm_attack_2|monster\swarm\attack2.wav|1905|Single
akara_act1_q1_early|act1\akara\aka_act1_q1_early.wav|3502|Single
fallen_flee_2|monster\fallen\flee2.wav|918|Single
barbarian_leap_2|skill\barbarian\leap2.wav|2515|Single
kashya_act1_q5_after|act1\kashya\kas_act1_q5_after.wav|4112|Single
pygmyshaman_hit_3|monster\pygmyshaman\gethit4.wav|1528|Single
necromancer_act1_find_den|act1\necromancer\nec_act1_entry_denofevil.wav|3125|Single
batdemon_hit_5|monster\batdemon\gethit5.wav|541|Single
wraith_neutral_2|monster\wraith\neutral2.wav|2138|Single
cain_act4_q3_init_no_stone|act4\cain\cain_act4_q3_initnostone.wav|3735|Single
hawk_death_1|monster\hawk\death1.wav|1151|Group:4
light_run_istone_1|ambient\footstep\LightIStoneRun1.wav|2748|Group:4
event_temple_3|ambient\event\breath3.wav|164|Single
warriv_act1_q3_early|act1\warriv\war_act1_q3_early.wav|4345|Single
siegebeast_hit_3|monster\siegebeast\gethit3.wav|1761|Single
assassin_act1_find_catacombs|act1\assassin\ass_act1_entry_catacombs.wav|3358|Single
druidbear_neutral_1|monster\druidbear\neutral10.wav|774|Group:5
paladin_aura_stamina|skill\paladin\stamina.wav|2371|Single
greiz_act2_gossip_12|act2\griez\gre_act2_gossip_12.wav|3968|Single
mummy_hit_3|monster\mummy\gethit3.wav|1384|Single
amazon_act2_complete_tightspot|act2\amazon\ama_act2_complete_tightspot.wav|2981|Single
impact_steal_mana|combat\impact\leech.wav|397|Single
qualkehk_act5_gossip_pal|Act5\Qual-Kehk\qua_act5_gossip_pal.wav|4578|Single
turret_death_1|monster\turret\death1.wav|1994|Group:3
asheara_act3_q1_early|act3\asheara\ash_act3_q3_early.wav|3591|Single
frozenhorror_hit_5|monster\frozenhorror\gethit5.wav|1007|Single
object_shrine_fire|object\firepoof2.wav|2604|Single
cursor_barbarian_deselect|cursor\intro\barbarian deselect.wav|20|Single
meshif_act3_q3_after|act3\meshif\mes_act3_q4_after.wav|4201|Single
sandmaggot_hit_3|monster\sandmaggot\gethit3.wav|1617|Single
paladin_act2_complete_tainted|act2\paladin\pal_act2_complete_taintedsun.wav|3214|Single
bonefetish_hit_5|monster\bonefetish\gethit5.wav|630|Single
zombie_raise_1|monster\zombie\raise1.wav|2227|Group:3
elzix_act2_gossip_6|act2\elzix\elz_act2_gossip_06.wav|3824|Single
lightninggenerator_launch_2|none.wav|1240|Single
heavy_walk_wood_2|ambient\footstep\HeavyWood2.wav|2837|Single
weapon_punch_3|combat\weapon\one hand thrust05.wav|253|Single
cain_act5_q2_success|Act5\Cain\cain_act5_q2_successful.wav|4434|Single
spider_neutral_3|monster\spider\neutral3.wav|1850|Single
druid_act2_complete_summoner|act2\druid\dru_act2_complete_summoner.wav|3447|Single
druidwerewolf_neutral_3|none.wav|863|Single
necromancer_corpseexp_3|skill\necromancer\corpse explode 3.wav|2460|Single
jerhyn_act2_gossip_1|act2\jerhyn\jer_act2_gossip_01.wav|4057|Single
putriddefiler_attack_4|monster\putriddefiler\attack4.wav|1473|Single
barbarian_act3_complete_blackened|act3\barbarian\bar_act3_complete_blackenedtemple.wav|3070|Single
baalminion_death_3|monster\baalminion\death3.wav|486|Single
music_monastery|act1\monastery.wav|4667|Single
vulturedemon_hit_5|monster\vulturedemon\gethit5.wav|2083|Single
cain_act2_q2_early_cap|act2\cain\cain_act2_q2_earlycap.wav|3680|Single
greatermummy_attack_1|monster\greatermummy\attack1.wav|1096|Group:5
creature_chicken_2|ambient\creature\chicken2.wav|2693|Single
event_desert_night_5|ambient\event\desertinsect7.wav|109|Single
rogue_confirm_a_1|act1\rogue\rog_asyoucommand1.wav|4290|Group:4
scimitar_attack_2|monster\scimitar\attack2.wav|1706|Single
sorceress_act3_complete_beneath|act3\sorceress\sor_act3_complete_beneathcity.wav|3303|Single
deathmauler_death_4|monster\deathmauler\death4.wav|719|Single
assassin_shadow_hit_5|skill\assassin\shadowhit5.wav|2316|Single
gheed_greeting_inactive_1|act1\gheed\ghe_yes.wav|3913|Group:3
minion_neutral_6|monster\minion\neutral6.wav|1329|Single
druid_hit_1|combat\player\druid\gethit1.wav|2926|Group:5
impact_blade_swing_2|combat\impact\sword2.wav|342|Single
malah_act5_q4_after|Act5\Malah\mal_act5_q4_after.wav|4523|Single
tentaclehead_hit_2|monster\tentaclehead\gethit2.wav|1939|Single
alkor_act3_gossip_6|act3\alkor\alk_act3_gossip_06.wav|3536|Single
fingermage_death_4|monster\fingermage\death4.wav|952|Single
object_cocoon_1|object\cocoon1.wav|2549|Group:3
lysander_act2_q5_early|act2\lysander\lys_act2_q5_early.wav|4146|Single
reanimatedhorde_hit_7|monster\reanimatedhorde\gethit7.wav|1562|Single
necromancer_act4_kill_diablo|act4\necromancer\nec_act4_kill_diablo.wav|3159|Single
beetle_attack_4|monster\beetle\attack4.wav|575|Single
zakarumhigh_neutral_3|monster\zakarumhighpriest\neutral3.wav|2172|Single
charsi_act1_q4_success_scroll|act1\charsi\cha_act1_q4_successful_scroll.wav|3769|Single
imp_death_3|monster\imp\death3.wav|1185|Single
medium_walk_sand_3|ambient\footstep\MedSand3.wav|2782|Single
event_wild_night_2|ambient\event\birdienight1.wav|198|Single
ancient_act5_reward_spiel|act5\ancients\anc_act5_q6_init.wav|4379|Single
skeleton_necro_walk_4|monster\skeleton\walk4.wav|1795|Single
assassin_act4_free_izual|act4\assassin\ass_act4_free_izual.wav|3392|Single
druidpod_walk2_5|monster\druidpod\podwalk25.wav|808|Single
sorceress_energyshield_hit_1|skill\sorceress\energyshieldhit1.wav|2405|Group:5
hratli_act3_gossip_5|act3\hratli\hra_act3_gossip_05.wav|4002|Single
overseer_whip_3|monster\overseer\whip3.wav|1418|Single
barbarian_chat_a_1|common\barbarian\bar_help.wav|3015|Group:2
monster_icebolt_2|skill\sorceress\icebolt2.wav|431|Single
hireable_fem_cant_use_that_ever|common\hireables\female_icantusethat.wav|4612|Single
